id/I,peaktime/F,chan/F,peakamp/F,sumadc/F,view/I,wire/S,index/I,x/F,y/F,z/F,dirx/F,diry/F,dirz/F,p/F
0,1682.7,277,19.9807,310.602,1,C:0 T:0 P:1 W:37,180,32.8584,-0.652966,6.76987,0.0664317,-0.00998482,-0.997741,0
0,1680.92,36,9.35984,140.931,0,C:0 T:0 P:0 W:36,181,32.8745,-0.65539,6.52761,0.0692038,-0.00570011,-0.997586,0
0,1683.56,276,16.1236,264.982,1,C:0 T:0 P:1 W:36,182,32.8895,-0.656625,6.31151,0.0730502,0.000249648,-0.997328,0
0,1682.48,35,9.656,145.577,0,C:0 T:0 P:0 W:35,183,32.9075,-0.656564,6.06531,0.0730502,0.000249648,-0.997328,0
0,1684.91,275,12.6406,256.977,1,C:0 T:0 P:1 W:35,184,32.9233,-0.65651,5.85029,0.0730502,0.000249648,-0.997328,0
0,1684.08,34,10.2158,157.683,0,C:0 T:0 P:0 W:34,185,32.9413,-0.656448,5.60372,0.0730502,0.000249648,-0.997328,0
0,1686.33,274,11.2602,278.79,1,C:0 T:0 P:1 W:34,186,32.957,-0.656394,5.38892,0.0730502,0.000249648,-0.997328,0
0,1686.1,33,10.4582,163.68,0,C:0 T:0 P:0 W:33,187,32.9752,-0.656332,5.14136,0.0730502,0.000249648,-0.997328,0
0,1689.44,273,13.3526,245.11,1,C:0 T:0 P:1 W:33,188,32.9911,-0.656278,4.92432,0.0730502,0.000249648,-0.997328,0
0,1686.72,32,12.9588,216.212,0,C:0 T:0 P:0 W:32,189,33.0089,-0.656217,4.68165,0.0730502,0.000249648,-0.997328,0
0,1689.98,272,18.5905,342.139,1,C:0 T:0 P:1 W:32,190,33.0247,-0.656163,4.46463,0.0730502,0.000249648,-0.997328,0
0,1687.89,31,12.8994,203.05,0,C:0 T:0 P:0 W:31,191,33.0426,-0.656102,4.22087,0.0730502,0.000249648,-0.997328,0
0,1690.44,30,10.1388,155.356,0,C:0 T:0 P:0 W:30,192,33.0765,-0.655986,3.75749,0.0730502,0.000249648,-0.997328,0
0,1692.63,270,16.2958,277.771,1,C:0 T:0 P:1 W:30,193,33.0923,-0.655932,3.54225,0.0730502,0.000249648,-0.997328,0
0,1692.2,29,9.96194,152.783,0,C:0 T:0 P:0 W:29,194,33.1104,-0.65587,3.2956,0.0730502,0.000249648,-0.997328,0
0,1696.66,269,14.8265,269.269,1,C:0 T:0 P:1 W:29,195,33.1265,-0.655815,3.0759,0.0730502,0.000249648,-0.997328,0
0,1694.21,28,9.24072,142.618,0,C:0 T:0 P:0 W:28,196,33.1442,-0.655755,2.83325,0.0730502,0.000249648,-0.997328,0
0,1699.04,268,14.2132,259.692,1,C:0 T:0 P:1 W:28,197,33.1604,-0.655699,2.61272,0.0730502,0.000249648,-0.997328,0
0,1696.18,27,10.5755,175.15,0,C:0 T:0 P:0 W:27,198,33.1781,-0.655639,2.37096,0.0730502,0.000249648,-0.997328,0
0,1701.29,267,15.2008,286.938,1,C:0 T:0 P:1 W:27,199,33.1943,-0.655583,2.14975,0.0730502,0.000249648,-0.997328,0
0,1697.24,26,11.7544,217.13,0,C:0 T:0 P:0 W:26,200,33.2118,-0.655524,1.9104,0.0730502,0.000249648,-0.997328,0
0,1704.27,266,15.0041,288.83,1,C:0 T:0 P:1 W:26,201,33.2283,-0.655467,1.68541,0.0730502,0.000249648,-0.997328,0
0,1701.78,25,17.1395,283.029,0,C:0 T:0 P:0 W:25,202,33.2461,-0.655407,1.44323,0.0730502,0.000249648,-0.997328,0
1,1525.37,136,37.3355,532.565,0,C:0 T:0 P:0 W:136,0,29.8336,-2.44008,51.6793,0.223249,-0.878089,0.423225,0
1,1529.0,372,169.885,6504.31,1,C:0 T:0 P:1 W:132,1,29.836,-2.44944,51.6838,0.223249,-0.878089,0.423225,0
1,1533.35,137,26.8082,389.874,0,C:0 T:0 P:0 W:137,2,29.9477,-2.88896,51.8957,0.223249,-0.878089,0.423225,0
1,1538.47,138,28.8681,414.12,0,C:0 T:0 P:0 W:138,3,30.0578,-3.32207,52.1044,0.223249,-0.878089,0.423225,0
1,1544.32,139,30.457,441.419,0,C:0 T:0 P:0 W:139,4,30.169,-3.75925,52.3152,0.223249,-0.878089,0.423225,0
1,1550.24,140,24.3115,415.422,0,C:0 T:0 P:0 W:140,5,30.2802,-4.19675,52.526,0.223249,-0.878089,0.423225,0
1,1555.23,141,34.0852,490.229,0,C:0 T:0 P:0 W:141,6,30.3902,-4.62917,52.7344,0.223249,-0.878089,0.423225,0
1,1560.48,142,32.7067,478.663,0,C:0 T:0 P:0 W:142,7,30.5005,-5.06298,52.9435,0.223249,-0.878089,0.423225,0
1,1565.04,143,44.4871,616.168,0,C:0 T:0 P:0 W:143,8,30.6098,-5.49305,53.1508,0.223249,-0.878089,0.423225,0
1,1571.45,144,32.8454,478.163,0,C:0 T:0 P:0 W:144,9,30.7217,-5.93326,53.363,0.226998,-0.876658,0.424196,0
1,1578.15,145,22.9401,409.827,0,C:0 T:0 P:0 W:145,10,30.8359,-6.37436,53.5764,0.251127,-0.867055,0.430292,0
1,1583.92,146,36.2537,529.275,0,C:0 T:0 P:0 W:146,11,30.9595,-6.80113,53.7882,0.251127,-0.867055,0.430292,0
1,1590.72,147,24.8292,430.789,0,C:0 T:0 P:0 W:147,12,31.0849,-7.23406,54.0031,0.251127,-0.867055,0.430292,0
1,1595.13,371,86.7387,3526.67,1,C:0 T:0 P:1 W:131,13,31.1358,-7.40953,54.0902,0.251127,-0.867055,0.430292,0
1,1595.95,148,34.2238,503.541,0,C:0 T:0 P:0 W:148,14,31.2076,-7.6576,54.2133,0.251127,-0.867055,0.430292,0
1,1601.93,149,27.7049,424.93,0,C:0 T:0 P:0 W:149,15,31.3316,-8.08559,54.4257,0.251127,-0.867055,0.430292,0
1,1607.77,150,35.8957,500.341,0,C:0 T:0 P:0 W:150,16,31.4553,-8.5128,54.6377,0.251127,-0.867055,0.430292,0
1,1613.11,151,34.275,532.381,0,C:0 T:0 P:0 W:151,17,31.5782,-8.93697,54.8482,0.251127,-0.867055,0.430292,0
1,1620.35,152,36.7854,581.063,0,C:0 T:0 P:0 W:152,18,31.7043,-9.37251,55.0643,0.251127,-0.867055,0.430292,0
1,1627.23,153,35.2021,540.779,0,C:0 T:0 P:0 W:153,19,31.8298,-9.80595,55.2794,0.251127,-0.867055,0.430292,0
1,1634.44,154,36.3517,578.801,0,C:0 T:0 P:0 W:154,20,31.9559,-10.2414,55.4955,0.2573,-0.865491,0.429793,0
1,1641.7,155,38.4144,605.993,0,C:0 T:0 P:0 W:155,21,32.0855,-10.6771,55.7119,0.306912,-0.851525,0.425101,0
1,1650.23,156,34.5528,538.146,0,C:0 T:0 P:0 W:156,22,32.2418,-11.1107,55.9284,0.306912,-0.851525,0.425101,0
1,1657.55,157,38.5796,605.862,0,C:0 T:0 P:0 W:157,23,32.395,-11.5359,56.1406,0.306912,-0.851525,0.425101,0
1,1664.99,158,36.7461,582.44,0,C:0 T:0 P:0 W:158,24,32.5485,-11.9618,56.3532,0.306912,-0.851525,0.425101,0
1,1672.67,159,45.7414,712.043,0,C:0 T:0 P:0 W:159,25,32.7027,-12.3895,56.5667,0.306912,-0.851525,0.425101,0
1,1679.21,160,39.1443,606.997,0,C:0 T:0 P:0 W:160,26,32.8539,-12.809,56.7762,0.306912,-0.851525,0.425101,0
1,1687.14,161,43.7459,645.398,0,C:0 T:0 P:0 W:161,27,33.0087,-13.2384,56.9905,0.306912,-0.851525,0.425101,0
1,1690.92,370,160.35,12672.8,1,C:0 T:0 P:1 W:130,28,33.0159,-13.2586,57.0006,0.306912,-0.851525,0.425101,0
1,1695.49,162,40.6821,616.196,0,C:0 T:0 P:0 W:162,29,33.1645,-13.6708,57.2064,0.306912,-0.851525,0.425101,0
1,1703.9,163,44.6349,661.372,0,C:0 T:0 P:0 W:163,30,33.3205,-14.1036,57.4225,0.306912,-0.851525,0.425101,0
1,1713.12,164,48.5996,716.264,0,C:0 T:0 P:0 W:164,31,33.4786,-14.5422,57.6414,0.306912,-0.851525,0.425101,0
1,1721.04,165,47.8318,693.675,0,C:0 T:0 P:0 W:165,32,33.6333,-14.9716,57.8558,0.306912,-0.851525,0.425101,0
1,1725.19,166,28.8263,401.699,0,C:0 T:0 P:0 W:166,33,33.7785,-15.3742,58.0568,0.306912,-0.851525,0.425101,0
2,1176.62,96,29.9565,434.454,0,C:0 T:0 P:0 W:96,0,22.9428,2.34777,35.9847,0.336833,-0.173964,0.925354,0
2,1182.09,97,48.2938,720.5,0,C:0 T:0 P:0 W:97,1,23.089,2.27231,36.3861,0.336833,-0.173964,0.925354,0
2,1187.78,98,58.4333,929.265,0,C:0 T:0 P:0 W:98,2,23.2356,2.19657,36.7889,0.336833,-0.173964,0.925354,0
2,1199.53,99,41.2596,651.767,0,C:0 T:0 P:0 W:99,3,23.3972,2.1131,37.2329,0.336833,-0.173964,0.925354,0
2,1209.66,347,91.0866,1279.84,1,C:0 T:0 P:1 W:107,4,23.5184,2.05053,37.5658,0.336833,-0.173964,0.925354,0
2,1208.68,100,30.2591,444.032,0,C:0 T:0 P:0 W:100,5,23.5524,2.03295,37.6593,0.336868,-0.174447,0.92525,0
2,1214.25,348,89.3465,1294.21,1,C:0 T:0 P:1 W:108,6,23.6888,1.96233,38.0338,0.339649,-0.216694,0.91525,0
2,1213.84,101,32.445,486.298,0,C:0 T:0 P:0 W:101,7,23.6977,1.95666,38.0578,0.339649,-0.216694,0.91525,0
2,1220.47,102,30.6367,473.923,0,C:0 T:0 P:0 W:102,8,23.8459,1.86208,38.4573,0.339649,-0.216694,0.91525,0
2,1223.96,349,120.748,1887.02,1,C:0 T:0 P:1 W:109,9,23.8858,1.83663,38.5648,0.339649,-0.216694,0.91525,0
2,1229.31,103,25.9087,380.042,0,C:0 T:0 P:0 W:103,10,23.9995,1.76407,38.8712,0.339649,-0.216694,0.91525,0
2,1236.75,350,83.8533,1285.21,1,C:0 T:0 P:1 W:110,11,24.0948,1.70332,39.1278,0.339649,-0.216694,0.91525,0
2,1240.46,104,26.8163,366.794,0,C:0 T:0 P:0 W:104,12,24.1588,1.66245,39.3005,0.339649,-0.216694,0.91525,0
2,1247.59,351,57.1779,921.931,1,C:0 T:0 P:1 W:111,13,24.2961,1.57487,39.6704,0.339649,-0.216694,0.91525,0
2,1247.6,105,17.8366,274.403,0,C:0 T:0 P:0 W:105,14,24.3083,1.56709,39.7032,0.339649,-0.216694,0.91525,0
2,1249.39,106,40.1967,635.568,0,C:0 T:0 P:0 W:106,15,24.4447,1.48007,40.0708,0.339649,-0.216694,0.91525,0
2,1253.47,352,96.3506,1474.83,1,C:0 T:0 P:1 W:112,16,24.4771,1.45936,40.1582,0.403847,-0.238717,0.883132,0
2,1259.79,107,37.9101,610.409,0,C:0 T:0 P:0 W:107,17,24.624,1.37256,40.4794,0.403847,-0.238717,0.883132,0
2,1269.61,353,108.296,1666.8,1,C:0 T:0 P:1 W:113,18,24.7444,1.30138,40.7427,0.403847,-0.238717,0.883132,0
2,1271.5,108,16.0305,272.506,0,C:0 T:0 P:0 W:108,19,24.8148,1.25975,40.8967,0.403847,-0.238717,0.883132,0
2,1280.69,109,22.2062,351.438,0,C:0 T:0 P:0 W:109,20,24.9971,1.15199,41.2954,0.403847,-0.238717,0.883132,0
2,1286.8,354,61.0219,931.056,1,C:0 T:0 P:1 W:114,21,25.0193,1.13891,41.3438,0.403847,-0.238717,0.883132,0
2,1289.87,110,18.4866,344.03,0,C:0 T:0 P:0 W:110,22,25.1794,1.04423,41.694,0.403847,-0.238717,0.883132,0
2,1295.98,355,38.0084,722.389,1,C:0 T:0 P:1 W:115,23,25.2498,1.00263,41.8479,0.403847,-0.238717,0.883132,0
2,1296.47,111,31.9857,499.473,0,C:0 T:0 P:0 W:111,24,25.353,0.941647,42.0735,0.403847,-0.238717,0.883132,0
2,1304.66,356,68.2047,1012.71,1,C:0 T:0 P:1 W:116,25,25.4777,0.867946,42.3462,0.398574,-0.217775,0.890906,0
2,1307.36,112,27.8227,410.966,0,C:0 T:0 P:0 W:112,26,25.5406,0.833556,42.4869,0.396241,-0.208732,0.894105,0
2,1320.68,113,15.9211,247.06,0,C:0 T:0 P:0 W:113,27,25.7347,0.731305,42.9249,0.396241,-0.208732,0.894105,0
2,1326.15,357,26.2237,397.837,1,C:0 T:0 P:1 W:117,28,25.7638,0.715999,42.9904,0.396241,-0.208732,0.894105,0
2,1326.07,114,27.9124,365.188,0,C:0 T:0 P:0 W:114,29,25.9025,0.642916,43.3035,0.396241,-0.208732,0.894105,0
2,1330.74,358,79.5795,1202.16,1,C:0 T:0 P:1 W:118,30,25.9624,0.611364,43.4386,0.396241,-0.208732,0.894105,0
2,1333.85,115,27.2916,399.524,0,C:0 T:0 P:0 W:115,31,26.0782,0.550365,43.6999,0.396241,-0.208732,0.894105,0
2,1343.92,359,101.562,1554.94,1,C:0 T:0 P:1 W:119,32,26.2048,0.483695,43.9855,0.396241,-0.208732,0.894105,0
2,1343.74,116,28.4094,430.316,0,C:0 T:0 P:0 W:116,33,26.2609,0.454115,44.1122,0.396241,-0.208732,0.894105,0
2,1355.84,117,19.9621,285.267,0,C:0 T:0 P:0 W:117,34,26.451,0.353988,44.5411,0.396241,-0.208732,0.894105,0
2,1360.64,360,38.7844,610.935,1,C:0 T:0 P:1 W:120,35,26.4651,0.346547,44.573,0.399005,-0.205524,0.893619,0
2,1360.89,118,30.1695,395.159,0,C:0 T:0 P:0 W:118,36,26.6181,0.267738,44.9156,0.432816,-0.165251,0.886207,0
2,1366.21,361,80.7498,1203.61,1,C:0 T:0 P:1 W:121,37,26.6713,0.247437,45.0245,0.432816,-0.165251,0.886207,0
2,1369.75,119,27.5949,414.294,0,C:0 T:0 P:0 W:119,38,26.8156,0.192317,45.3201,0.432816,-0.165251,0.886207,0
2,1379.44,362,94.1445,1430.91,1,C:0 T:0 P:1 W:122,39,26.9261,0.150161,45.5462,0.432816,-0.165251,0.886207,0
2,1381.19,120,27.0104,472.451,0,C:0 T:0 P:0 W:120,40,27.0236,0.112903,45.746,0.432816,-0.165251,0.886207,0
2,1399.4,363,97.5819,1546.34,1,C:0 T:0 P:1 W:123,41,27.2186,0.0384807,46.1451,0.432816,-0.165251,0.886207,0
2,1397.14,121,19.1916,321.565,0,C:0 T:0 P:0 W:121,42,27.2498,0.0265437,46.2091,0.432816,-0.165251,0.886207,0
2,1407.21,364,18.7222,262.31,1,C:0 T:0 P:1 W:124,43,27.443,-0.0472115,46.6046,0.432816,-0.165251,0.886207,0
2,1407.4,122,15.7774,255.012,0,C:0 T:0 P:0 W:122,44,27.453,-0.0510439,46.6252,0.432816,-0.165251,0.886207,0
2,1414.44,123,27.0517,371.994,0,C:0 T:0 P:0 W:123,45,27.6433,-0.123668,47.0147,0.432816,-0.165251,0.886207,0
2,1418.62,365,82.5223,1206.76,1,C:0 T:0 P:1 W:125,46,27.6876,-0.1406,47.1055,0.432816,-0.165251,0.886207,0
2,1424.1,124,18.6174,307.444,0,C:0 T:0 P:0 W:124,47,27.844,-0.200322,47.4257,0.418728,-0.167911,0.892453,0
2,1434.14,366,60.7054,1007.57,1,C:0 T:0 P:1 W:126,48,27.9518,-0.243529,47.6554,0.410973,-0.169349,0.89578,0
2,1438.76,125,9.70099,166.919,0,C:0 T:0 P:0 W:125,49,28.0553,-0.286171,47.8809,0.410973,-0.169349,0.89578,0
2,1448.11,126,13.6759,232.862,0,C:0 T:0 P:0 W:126,50,28.2449,-0.364327,48.2943,0.410973,-0.169349,0.89578,0
2,1454.01,368,71.9314,1034.16,1,C:0 T:0 P:1 W:128,51,28.4052,-0.430359,48.6436,0.410973,-0.169349,0.89578,0
2,1454.49,127,18.2018,293.99,0,C:0 T:0 P:0 W:127,52,28.4238,-0.438026,48.6842,0.410973,-0.169349,0.89578,0
2,1460.76,128,18.3643,303.072,0,C:0 T:0 P:0 W:128,53,28.6022,-0.511553,49.0731,0.410973,-0.169349,0.89578,0
2,1464.88,369,65.3285,951.529,1,C:0 T:0 P:1 W:129,54,28.6367,-0.525762,49.1483,0.410973,-0.169349,0.89578,0
2,1472.86,129,20.6982,349.723,0,C:0 T:0 P:0 W:129,55,28.8019,-0.593844,49.5084,0.410973,-0.169349,0.89578,0
2,1480.29,370,71.8848,1127.71,1,C:0 T:0 P:1 W:130,56,28.8915,-0.630748,49.7036,0.410973,-0.169349,0.89578,0
2,1485.03,130,16.033,282.308,0,C:0 T:0 P:0 W:130,57,29.0019,-0.676243,49.9442,0.410973,-0.169349,0.89578,0
2,1497.39,371,69.1694,1059.68,1,C:0 T:0 P:1 W:131,58,29.1549,-0.739308,50.2778,0.410973,-0.169349,0.89578,0
65539,1372.75,382,9.2507,123.706,1,C:0 T:0 P:1 W:142,0,26.7814,-1.75042,55.9128,0.505448,0.17893,-0.844101,0
65539,1380.55,144,9.77494,194.652,0,C:0 T:0 P:0 W:144,1,26.886,-1.71341,55.7382,0.505448,0.17893,-0.844101,0
65539,1384.58,143,59.4961,862.814,0,C:0 T:0 P:0 W:143,2,27.0864,-1.64245,55.4035,0.505448,0.17893,-0.844101,0
65539,1388.54,381,165.003,2556.41,1,C:0 T:0 P:1 W:141,3,27.0946,-1.63955,55.3898,0.505448,0.17893,-0.844101,0
65539,1398.05,142,48.7611,762.037,0,C:0 T:0 P:0 W:142,4,27.3378,-1.55346,54.9836,0.504536,0.170725,-0.846343,0
65539,1406.16,380,147.798,2506.0,1,C:0 T:0 P:1 W:140,5,27.421,-1.5253,54.844,0.50357,0.162358,-0.848562,0
65539,1411.47,141,38.8238,655.468,0,C:0 T:0 P:0 W:141,6,27.5891,-1.47109,54.5607,0.50357,0.162358,-0.848562,0
65539,1423.88,379,124.002,2009.13,1,C:0 T:0 P:1 W:139,7,27.744,-1.42117,54.2998,0.50357,0.162358,-0.848562,0
65539,1423.78,140,40.3103,607.32,0,C:0 T:0 P:0 W:140,8,27.8346,-1.39196,54.1471,0.50357,0.162358,-0.848562,0
65539,1437.96,378,109.426,1735.51,1,C:0 T:0 P:1 W:138,9,28.0403,-1.32562,53.8005,0.50357,0.162358,-0.848562,0
65539,1435.87,139,34.4738,482.344,0,C:0 T:0 P:0 W:139,10,28.0788,-1.3132,53.7355,0.50357,0.162358,-0.848562,0
65539,1447.37,138,42.7884,622.043,0,C:0 T:0 P:0 W:138,11,28.3198,-1.2355,53.3294,0.50357,0.162358,-0.848562,0
65539,1451.78,377,115.252,1804.12,1,C:0 T:0 P:1 W:137,12,28.3348,-1.23069,53.3043,0.50357,0.162358,-0.848562,0
65539,1460.91,137,34.1714,552.125,0,C:0 T:0 P:0 W:137,13,28.572,-1.15421,52.9046,0.485979,0.164733,-0.858305,0
65539,1470.48,376,133.347,2108.07,1,C:0 T:0 P:1 W:136,14,28.6607,-1.12413,52.7478,0.441505,0.170329,-0.880944,0
65539,1472.05,136,30.4004,515.641,0,C:0 T:0 P:0 W:136,15,28.7913,-1.07373,52.4872,0.441505,0.170329,-0.880944,0
65539,1482.59,375,93.2674,1528.25,1,C:0 T:0 P:1 W:135,16,28.9145,-1.02621,52.2414,0.441505,0.170329,-0.880944,0
65539,1479.46,135,39.2977,520.442,0,C:0 T:0 P:0 W:135,17,28.9862,-0.998548,52.0983,0.441505,0.170329,-0.880944,0
65539,1520.0,135,33.8018,472.79,0,C:0 T:0 P:0 W:135,18,29.156,-0.933057,51.7596,0.441505,0.170329,-0.880944,0
65539,1493.52,374,112.292,1840.63,1,C:0 T:0 P:1 W:134,19,29.1614,-0.930968,51.7488,0.441505,0.170329,-0.880944,0
65539,1487.49,134,27.7267,320.236,0,C:0 T:0 P:0 W:134,20,29.1837,-0.922372,51.7043,0.441505,0.170329,-0.880944,0
65539,1515.78,134,27.3085,453.9,0,C:0 T:0 P:0 W:134,21,29.3022,-0.876669,51.468,0.441505,0.170329,-0.880944,0
65539,1507.22,373,132.647,2123.19,1,C:0 T:0 P:1 W:133,22,29.4245,-0.829455,51.2238,0.441505,0.170329,-0.880944,0
65539,1506.6,133,54.4945,800.548,0,C:0 T:0 P:0 W:133,23,29.4275,-0.828293,51.2178,0.441505,0.170329,-0.880944,0
