eid/I,type/S,id/I,index/I,x/F,y/F,z/F,dirx/F,diry/F,dirz/F,p/F
1,pmtrack,0,0,29.4108,-1.02638,50.6487,0.10971,0.035345,-0.993335,0
1,pmtrack,0,1,29.4585,-1.01102,50.217,0.10971,0.035345,-0.993335,0
1,pmtrack,0,2,29.5111,-0.994092,49.7413,0.10971,0.035345,-0.993335,0
1,pmtrack,0,3,29.541,-0.984435,49.4699,0.10971,0.035345,-0.993335,0
1,pmtrack,0,4,29.5606,-0.978127,49.2927,0.10971,0.035345,-0.993335,0
1,pmtrack,0,5,29.5959,-0.966758,48.9731,0.10971,0.035345,-0.993335,0
1,pmtrack,0,6,29.611,-0.961909,48.8369,0.10971,0.035345,-0.993335,0
1,pmtrack,0,7,29.6475,-0.95012,48.5055,0.10971,0.035345,-0.993335,0
1,pmtrack,0,8,29.6612,-0.945724,48.382,0.10971,0.035345,-0.993335,0
1,pmtrack,0,9,29.6996,-0.933347,48.0341,0.10971,0.035345,-0.993335,0
1,pmtrack,0,10,29.7107,-0.929785,47.9341,0.10971,0.035345,-0.993335,0
1,pmtrack,0,11,29.7517,-0.916565,47.5625,0.10971,0.035345,-0.993335,0
1,pmtrack,0,12,29.7601,-0.91387,47.4868,0.106923,0.0344892,-0.993669,0
1,pmtrack,0,13,29.8024,-0.9002,47.0929,0.0763253,0.0250925,-0.996767,0
1,pmtrack,0,14,29.807,-0.898692,47.033,0.0763253,0.0250925,-0.996767,0
1,pmtrack,0,15,29.8422,-0.88713,46.5738,0.0763253,0.0250925,-0.996767,0
1,pmtrack,0,16,29.874,-0.876673,46.1584,0.0763253,0.0250925,-0.996767,0
1,pmtrack,0,17,29.8765,-0.875842,46.1253,0.0763253,0.0250925,-0.996767,0
1,pmtrack,0,18,29.91,-0.864833,45.688,0.0763253,0.0250925,-0.996767,0
1,pmtrack,0,19,29.9111,-0.86447,45.6736,0.0763253,0.0250925,-0.996767,0
1,pmtrack,0,20,29.9452,-0.853268,45.2286,0.0763253,0.0250925,-0.996767,0
1,pmtrack,0,21,29.9464,-0.852868,45.2127,0.0763253,0.0250925,-0.996767,0
1,pmtrack,0,22,29.9813,-0.841384,44.7565,0.0763253,0.0250925,-0.996767,0
1,pmtrack,0,23,29.9815,-0.84134,44.7548,0.0763253,0.0250925,-0.996767,0
1,pmtrack,0,24,30.016,-0.829981,44.3036,0.0763253,0.0250925,-0.996767,0
1,pmtrack,0,25,30.0509,-0.818511,43.8479,0.0763253,0.0250925,-0.996767,0
1,pmtrack,0,26,30.0528,-0.817877,43.8227,0.0763253,0.0250925,-0.996767,0
1,pmtrack,0,27,30.0861,-0.806933,43.388,0.0763253,0.0250925,-0.996767,0
1,pmtrack,0,28,30.0896,-0.805799,43.343,0.0763253,0.0250925,-0.996767,0
1,pmtrack,0,29,30.1211,-0.795436,42.9313,0.0884795,0.0203987,-0.995869,0
1,pmtrack,0,30,30.1611,-0.786219,42.4814,0.0895284,0.0199932,-0.995784,0
1,pmtrack,0,31,30.1679,-0.784704,42.4059,0.0895284,0.0199932,-0.995784,0
1,pmtrack,0,32,30.2024,-0.777001,42.0222,0.0895284,0.0199932,-0.995784,0
1,pmtrack,0,33,30.2096,-0.775374,41.9412,0.0895284,0.0199932,-0.995784,0
1,pmtrack,0,34,30.2437,-0.767767,41.5623,0.0895284,0.0199932,-0.995784,0
1,pmtrack,0,35,30.2519,-0.765937,41.4712,0.0895284,0.0199932,-0.995784,0
1,pmtrack,0,36,30.2846,-0.758647,41.1081,0.0895284,0.0199932,-0.995784,0
1,pmtrack,0,37,30.3253,-0.749536,40.6543,0.0895284,0.0199932,-0.995784,0
1,pmtrack,0,38,30.3355,-0.747278,40.5418,0.0895284,0.0199932,-0.995784,0
1,pmtrack,0,39,30.3666,-0.740329,40.1958,0.0895284,0.0199932,-0.995784,0
1,pmtrack,0,40,30.4079,-0.731092,39.7357,0.0895284,0.0199932,-0.995784,0
1,pmtrack,0,41,30.419,-0.728624,39.6128,0.0895284,0.0199932,-0.995784,0
1,pmtrack,0,42,30.4491,-0.721895,39.2776,0.0895284,0.0199932,-0.995784,0
1,pmtrack,0,43,30.4615,-0.719132,39.14,0.0895284,0.0199932,-0.995784,0
1,pmtrack,0,44,30.4897,-0.712828,38.826,0.0895284,0.0199932,-0.995784,0
1,pmtrack,0,45,30.5032,-0.709811,38.6757,0.0822485,0.0213361,-0.996383,0
1,pmtrack,0,46,30.5286,-0.703238,38.3688,0.0554612,0.0262602,-0.998115,0
1,pmtrack,0,47,30.5377,-0.698902,38.204,0.0554612,0.0262602,-0.998115,0
1,pmtrack,0,48,30.554,-0.691214,37.9118,0.0554612,0.0262602,-0.998115,0
1,pmtrack,0,49,30.5638,-0.686561,37.7349,0.0554612,0.0262602,-0.998115,0
1,pmtrack,0,50,30.5791,-0.679328,37.46,0.0554612,0.0262602,-0.998115,0
1,pmtrack,0,51,30.5897,-0.674284,37.2683,0.0554612,0.0262602,-0.998115,0
1,pmtrack,0,52,30.6043,-0.667395,37.0064,0.0554612,0.0262602,-0.998115,0
1,pmtrack,0,53,30.6298,-0.65533,36.5479,0.0554612,0.0262602,-0.998115,0
1,pmtrack,0,54,30.6419,-0.649568,36.3289,0.0554612,0.0262602,-0.998115,0
1,pmtrack,0,55,30.6551,-0.643324,36.0915,0.0554612,0.0262602,-0.998115,0
1,pmtrack,0,56,30.6682,-0.637108,35.8553,0.0554612,0.0262602,-0.998115,0
1,pmtrack,0,57,30.6804,-0.631367,35.6371,0.0554612,0.0262602,-0.998115,0
1,pmtrack,0,58,30.6939,-0.624972,35.394,0.0554612,0.0262602,-0.998115,0
1,pmtrack,0,59,30.7055,-0.619451,35.1842,0.0554612,0.0262602,-0.998115,0
1,pmtrack,0,60,30.7203,-0.612454,34.9182,0.0554612,0.0262602,-0.998115,0
1,pmtrack,0,61,30.7309,-0.607447,34.7279,0.0554612,0.0262602,-0.998115,0
1,pmtrack,0,62,30.7458,-0.600362,34.4586,0.0554612,0.0262602,-0.998115,0
1,pmtrack,0,63,30.756,-0.595534,34.2751,0.0554612,0.0262602,-0.998115,0
1,pmtrack,0,64,30.7721,-0.587924,33.9859,0.0645062,0.0252548,-0.997598,0
1,pmtrack,0,65,30.7829,-0.583717,33.8197,0.0733025,0.0242744,-0.997014,0
1,pmtrack,0,66,30.8055,-0.576207,33.5112,0.0733025,0.0242744,-0.997014,0
1,pmtrack,0,67,30.8162,-0.572668,33.3659,0.0733025,0.0242744,-0.997014,0
1,pmtrack,0,68,30.8398,-0.564856,33.045,0.0733025,0.0242744,-0.997014,0
1,pmtrack,0,69,30.8498,-0.561553,32.9093,0.0733025,0.0242744,-0.997014,0
1,pmtrack,0,70,30.8744,-0.553417,32.5752,0.0733025,0.0242744,-0.997014,0
1,pmtrack,0,71,30.8833,-0.550441,32.4529,0.0733025,0.0242744,-0.997014,0
1,pmtrack,0,72,30.9085,-0.542117,32.111,0.0733025,0.0242744,-0.997014,0
1,pmtrack,0,73,30.9168,-0.539368,31.9982,0.0733025,0.0242744,-0.997014,0
1,pmtrack,0,74,30.943,-0.530703,31.6423,0.0733025,0.0242744,-0.997014,0
1,pmtrack,0,75,30.9502,-0.528288,31.5431,0.0733025,0.0242744,-0.997014,0
1,pmtrack,0,76,30.9774,-0.519283,31.1732,0.0733025,0.0242744,-0.997014,0
1,pmtrack,0,77,30.9837,-0.517196,31.0875,0.0733025,0.0242744,-0.997014,0
1,pmtrack,0,78,31.012,-0.507832,30.7029,0.0733025,0.0242744,-0.997014,0
1,pmtrack,0,79,31.0173,-0.506092,30.6314,0.0733025,0.0242744,-0.997014,0
1,pmtrack,0,80,31.0466,-0.496368,30.232,0.0733025,0.0242744,-0.997014,0
1,pmtrack,0,81,31.0507,-0.495017,30.1766,0.0733025,0.0242744,-0.997014,0
1,pmtrack,0,82,31.0811,-0.484962,29.7636,0.0733025,0.0242744,-0.997014,0
1,pmtrack,0,83,31.0842,-0.483913,29.7204,0.0755482,0.0215162,-0.99691,0
1,pmtrack,0,84,31.1161,-0.474835,29.2998,0.0841967,0.0108804,-0.99639,0
1,pmtrack,0,85,31.1191,-0.474446,29.2643,0.0841967,0.0108804,-0.99639,0
1,pmtrack,0,86,31.1556,-0.469734,28.8327,0.0841967,0.0108804,-0.99639,0
1,pmtrack,0,87,31.158,-0.469425,28.8045,0.0841967,0.0108804,-0.99639,0
1,pmtrack,0,88,31.1943,-0.464731,28.3746,0.0841967,0.0108804,-0.99639,0
1,pmtrack,0,89,31.1967,-0.464426,28.3466,0.0841967,0.0108804,-0.99639,0
1,pmtrack,0,90,31.2355,-0.459414,27.8877,0.0841967,0.0108804,-0.99639,0
1,pmtrack,0,91,31.2734,-0.454504,27.438,0.0841967,0.0108804,-0.99639,0
1,pmtrack,0,92,31.2743,-0.454398,27.4283,0.0841967,0.0108804,-0.99639,0
1,pmtrack,0,93,31.3128,-0.449424,26.9728,0.0841967,0.0108804,-0.99639,0
1,pmtrack,0,94,31.313,-0.449391,26.9698,0.0841967,0.0108804,-0.99639,0
1,pmtrack,0,95,31.3519,-0.444362,26.5093,0.0841967,0.0108804,-0.99639,0
1,pmtrack,0,96,31.3521,-0.444346,26.5078,0.0841967,0.0108804,-0.99639,0
1,pmtrack,0,97,31.3907,-0.439355,26.0507,0.0841967,0.0108804,-0.99639,0
1,pmtrack,0,98,31.3912,-0.439291,26.0448,0.0841967,0.0108804,-0.99639,0
1,pmtrack,0,99,31.4294,-0.434349,25.5923,0.0841967,0.0108804,-0.99639,0
1,pmtrack,0,100,31.4305,-0.434213,25.5798,0.0841967,0.0108804,-0.99639,0
1,pmtrack,0,101,31.4681,-0.429346,25.1342,0.0841967,0.0108804,-0.99639,0
1,pmtrack,0,102,31.4695,-0.429163,25.1174,0.0864495,0.00241716,-0.996253,0
1,pmtrack,0,103,31.5081,-0.428085,24.673,0.0881043,-0.00381594,-0.996104,0
1,pmtrack,0,104,31.5099,-0.428162,24.6529,0.0881043,-0.00381594,-0.996104,0
1,pmtrack,0,105,31.5492,-0.429865,24.2083,0.0881043,-0.00381594,-0.996104,0
1,pmtrack,0,106,31.5509,-0.429939,24.1889,0.0881043,-0.00381594,-0.996104,0
1,pmtrack,0,107,31.5901,-0.431638,23.7455,0.0881043,-0.00381594,-0.996104,0
1,pmtrack,0,108,31.5916,-0.431701,23.729,0.0881043,-0.00381594,-0.996104,0
1,pmtrack,0,109,31.6311,-0.43341,23.2828,0.0881043,-0.00381594,-0.996104,0
1,pmtrack,0,110,31.6324,-0.433467,23.268,0.0881043,-0.00381594,-0.996104,0
1,pmtrack,0,111,31.6718,-0.435176,22.8219,0.0881043,-0.00381594,-0.996104,0
1,pmtrack,0,112,31.6727,-0.435213,22.8121,0.0881043,-0.00381594,-0.996104,0
1,pmtrack,0,113,31.7128,-0.436951,22.3585,0.0881043,-0.00381594,-0.996104,0
1,pmtrack,0,114,31.7134,-0.436976,22.352,0.0881043,-0.00381594,-0.996104,0
1,pmtrack,0,115,31.7537,-0.438721,21.8964,0.0881043,-0.00381594,-0.996104,0
1,pmtrack,0,116,31.7542,-0.438745,21.8903,0.0881043,-0.00381594,-0.996104,0
1,pmtrack,0,117,31.7949,-0.440507,21.4303,0.0881043,-0.00381594,-0.996104,0
1,pmtrack,0,118,31.7951,-0.440514,21.4284,0.0881043,-0.00381594,-0.996104,0
1,pmtrack,0,119,31.8358,-0.442278,20.9681,0.0881043,-0.00381594,-0.996104,0
1,pmtrack,0,120,31.8362,-0.442293,20.9641,0.0881043,-0.00381594,-0.996104,0
1,pmtrack,0,121,31.8766,-0.444045,20.5068,0.0881043,-0.00381594,-0.996104,0
1,pmtrack,0,122,31.8766,-0.444046,20.5066,0.0803071,-0.0142318,-0.996669,0
1,pmtrack,0,123,31.9137,-0.450614,20.0465,0.0796645,-0.0150893,-0.996708,0
1,pmtrack,0,124,31.9142,-0.450712,20.0401,0.0796645,-0.0150893,-0.996708,0
1,pmtrack,0,125,31.9501,-0.457511,19.591,0.0796645,-0.0150893,-0.996708,0
1,pmtrack,0,126,31.9514,-0.457763,19.5743,0.0796645,-0.0150893,-0.996708,0
1,pmtrack,0,127,31.9868,-0.46447,19.1313,0.0796645,-0.0150893,-0.996708,0
1,pmtrack,0,128,31.9888,-0.464847,19.1064,0.0796645,-0.0150893,-0.996708,0
1,pmtrack,0,129,32.0236,-0.471424,18.672,0.0796645,-0.0150893,-0.996708,0
1,pmtrack,0,130,32.026,-0.471895,18.6409,0.0796645,-0.0150893,-0.996708,0
1,pmtrack,0,131,32.0602,-0.478358,18.214,0.0796645,-0.0150893,-0.996708,0
1,pmtrack,0,132,32.0634,-0.478966,18.1738,0.0796645,-0.0150893,-0.996708,0
1,pmtrack,0,133,32.0968,-0.485292,17.756,0.0796645,-0.0150893,-0.996708,0
1,pmtrack,0,134,32.1005,-0.485994,17.7096,0.0796645,-0.0150893,-0.996708,0
1,pmtrack,0,135,32.1335,-0.492247,17.2966,0.0796645,-0.0150893,-0.996708,0
1,pmtrack,0,136,32.1377,-0.493039,17.2442,0.0796645,-0.0150893,-0.996708,0
1,pmtrack,0,137,32.1698,-0.499117,16.8428,0.0796645,-0.0150893,-0.996708,0
1,pmtrack,0,138,32.1748,-0.500078,16.7793,0.0796645,-0.0150893,-0.996708,0
1,pmtrack,0,139,32.2063,-0.506031,16.386,0.0796645,-0.0150893,-0.996708,0
1,pmtrack,0,140,32.212,-0.507126,16.3137,0.0769915,-0.0162565,-0.996899,0
1,pmtrack,0,141,32.248,-0.514728,15.8476,0.0676993,-0.0203105,-0.997499,0
1,pmtrack,0,142,32.2737,-0.522431,15.4693,0.0676993,-0.0203105,-0.997499,0
1,pmtrack,0,143,32.2799,-0.524269,15.379,0.0676993,-0.0203105,-0.997499,0
1,pmtrack,0,144,32.3046,-0.531707,15.0137,0.0676993,-0.0203105,-0.997499,0
1,pmtrack,0,145,32.3115,-0.533771,14.9123,0.0676993,-0.0203105,-0.997499,0
1,pmtrack,0,146,32.3359,-0.541081,14.5533,0.0676993,-0.0203105,-0.997499,0
1,pmtrack,0,147,32.3433,-0.543305,14.4441,0.0676993,-0.0203105,-0.997499,0
1,pmtrack,0,148,32.3666,-0.550308,14.1001,0.0676993,-0.0203105,-0.997499,0
1,pmtrack,0,149,32.375,-0.552821,13.9767,0.0676993,-0.0203105,-0.997499,0
1,pmtrack,0,150,32.3976,-0.559595,13.644,0.0676993,-0.0203105,-0.997499,0
1,pmtrack,0,151,32.4066,-0.562307,13.5108,0.0676993,-0.0203105,-0.997499,0
1,pmtrack,0,152,32.4286,-0.56888,13.188,0.0676993,-0.0203105,-0.997499,0
1,pmtrack,0,153,32.4384,-0.571836,13.0429,0.0676993,-0.0203105,-0.997499,0
1,pmtrack,0,154,32.4595,-0.578157,12.7324,0.0676993,-0.0203105,-0.997499,0
1,pmtrack,0,155,32.4701,-0.581338,12.5762,0.0676993,-0.0203105,-0.997499,0
1,pmtrack,0,156,32.4908,-0.587548,12.2712,0.0676993,-0.0203105,-0.997499,0
1,pmtrack,0,157,32.5018,-0.590868,12.1081,0.0676993,-0.0203105,-0.997499,0
1,pmtrack,0,158,32.5217,-0.596826,11.8155,0.0676993,-0.0203105,-0.997499,0
1,pmtrack,0,159,32.5337,-0.600431,11.6385,0.0676993,-0.0203105,-0.997499,0
1,pmtrack,0,160,32.5517,-0.605815,11.3741,0.0670839,-0.0152899,-0.99763,0
1,pmtrack,0,161,32.5653,-0.608912,11.172,0.0664317,-0.00998482,-0.997741,0
1,pmtrack,0,162,32.5831,-0.611597,10.9037,0.0664317,-0.00998482,-0.997741,0
1,pmtrack,0,163,32.5962,-0.613568,10.7068,0.0664317,-0.00998482,-0.997741,0
1,pmtrack,0,164,32.6136,-0.616173,10.4464,0.0664317,-0.00998482,-0.997741,0
1,pmtrack,0,165,32.6271,-0.618214,10.2425,0.0664317,-0.00998482,-0.997741,0
1,pmtrack,0,166,32.6442,-0.62078,9.98605,0.0664317,-0.00998482,-0.997741,0
1,pmtrack,0,167,32.658,-0.622856,9.77863,0.0664317,-0.00998482,-0.997741,0
1,pmtrack,0,168,32.675,-0.62541,9.5234,0.0664317,-0.00998482,-0.997741,0
1,pmtrack,0,169,32.689,-0.627518,9.31274,0.0664317,-0.00998482,-0.997741,0
1,pmtrack,0,170,32.7057,-0.630028,9.062,0.0664317,-0.00998482,-0.997741,0
1,pmtrack,0,171,32.72,-0.632167,8.84822,0.0664317,-0.00998482,-0.997741,0
1,pmtrack,0,172,32.7366,-0.634667,8.59844,0.0664317,-0.00998482,-0.997741,0
1,pmtrack,0,173,32.7509,-0.636819,8.38337,0.0664317,-0.00998482,-0.997741,0
1,pmtrack,0,174,32.7664,-0.639143,8.1511,0.0664317,-0.00998482,-0.997741,0
1,pmtrack,0,175,32.782,-0.641496,7.91606,0.0664317,-0.00998482,-0.997741,0
1,pmtrack,0,176,32.797,-0.643749,7.69091,0.0664317,-0.00998482,-0.997741,0
1,pmtrack,0,177,32.813,-0.646151,7.45085,0.0664317,-0.00998482,-0.997741,0
1,pmtrack,0,178,32.8279,-0.648382,7.22791,0.0664317,-0.00998482,-0.997741,0
1,pmtrack,0,179,32.8435,-0.650739,6.99241,0.0664317,-0.00998482,-0.997741,0
1,pmtrack,0,180,32.8584,-0.652966,6.76987,0.0664317,-0.00998482,-0.997741,0
1,pmtrack,0,181,32.8745,-0.65539,6.52761,0.0692038,-0.00570011,-0.997586,0
1,pmtrack,0,182,32.8895,-0.656625,6.31151,0.0730502,0.000249648,-0.997328,0
1,pmtrack,0,183,32.9075,-0.656564,6.06531,0.0730502,0.000249648,-0.997328,0
1,pmtrack,0,184,32.9233,-0.65651,5.85029,0.0730502,0.000249648,-0.997328,0
1,pmtrack,0,185,32.9413,-0.656448,5.60372,0.0730502,0.000249648,-0.997328,0
1,pmtrack,0,186,32.957,-0.656394,5.38892,0.0730502,0.000249648,-0.997328,0
1,pmtrack,0,187,32.9752,-0.656332,5.14136,0.0730502,0.000249648,-0.997328,0
1,pmtrack,0,188,32.9911,-0.656278,4.92432,0.0730502,0.000249648,-0.997328,0
1,pmtrack,0,189,33.0089,-0.656217,4.68165,0.0730502,0.000249648,-0.997328,0
1,pmtrack,0,190,33.0247,-0.656163,4.46463,0.0730502,0.000249648,-0.997328,0
1,pmtrack,0,191,33.0426,-0.656102,4.22087,0.0730502,0.000249648,-0.997328,0
1,pmtrack,0,192,33.0765,-0.655986,3.75749,0.0730502,0.000249648,-0.997328,0
1,pmtrack,0,193,33.0923,-0.655932,3.54225,0.0730502,0.000249648,-0.997328,0
1,pmtrack,0,194,33.1104,-0.65587,3.2956,0.0730502,0.000249648,-0.997328,0
1,pmtrack,0,195,33.1265,-0.655815,3.0759,0.0730502,0.000249648,-0.997328,0
1,pmtrack,0,196,33.1442,-0.655755,2.83325,0.0730502,0.000249648,-0.997328,0
1,pmtrack,0,197,33.1604,-0.655699,2.61272,0.0730502,0.000249648,-0.997328,0
1,pmtrack,0,198,33.1781,-0.655639,2.37096,0.0730502,0.000249648,-0.997328,0
1,pmtrack,0,199,33.1943,-0.655583,2.14975,0.0730502,0.000249648,-0.997328,0
1,pmtrack,0,200,33.2118,-0.655524,1.9104,0.0730502,0.000249648,-0.997328,0
1,pmtrack,0,201,33.2283,-0.655467,1.68541,0.0730502,0.000249648,-0.997328,0
1,pmtrack,0,202,33.2461,-0.655407,1.44323,0.0730502,0.000249648,-0.997328,0
1,pmtrack,1,0,29.8336,-2.44008,51.6793,0.223249,-0.878089,0.423225,0
1,pmtrack,1,1,29.836,-2.44944,51.6838,0.223249,-0.878089,0.423225,0
1,pmtrack,1,2,29.9477,-2.88896,51.8957,0.223249,-0.878089,0.423225,0
1,pmtrack,1,3,30.0578,-3.32207,52.1044,0.223249,-0.878089,0.423225,0
1,pmtrack,1,4,30.169,-3.75925,52.3152,0.223249,-0.878089,0.423225,0
1,pmtrack,1,5,30.2802,-4.19675,52.526,0.223249,-0.878089,0.423225,0
1,pmtrack,1,6,30.3902,-4.62917,52.7344,0.223249,-0.878089,0.423225,0
1,pmtrack,1,7,30.5005,-5.06298,52.9435,0.223249,-0.878089,0.423225,0
1,pmtrack,1,8,30.6098,-5.49305,53.1508,0.223249,-0.878089,0.423225,0
1,pmtrack,1,9,30.7217,-5.93326,53.363,0.226998,-0.876658,0.424196,0
1,pmtrack,1,10,30.8359,-6.37436,53.5764,0.251127,-0.867055,0.430292,0
1,pmtrack,1,11,30.9595,-6.80113,53.7882,0.251127,-0.867055,0.430292,0
1,pmtrack,1,12,31.0849,-7.23406,54.0031,0.251127,-0.867055,0.430292,0
1,pmtrack,1,13,31.1358,-7.40953,54.0902,0.251127,-0.867055,0.430292,0
1,pmtrack,1,14,31.2076,-7.6576,54.2133,0.251127,-0.867055,0.430292,0
1,pmtrack,1,15,31.3316,-8.08559,54.4257,0.251127,-0.867055,0.430292,0
1,pmtrack,1,16,31.4553,-8.5128,54.6377,0.251127,-0.867055,0.430292,0
1,pmtrack,1,17,31.5782,-8.93697,54.8482,0.251127,-0.867055,0.430292,0
1,pmtrack,1,18,31.7043,-9.37251,55.0643,0.251127,-0.867055,0.430292,0
1,pmtrack,1,19,31.8298,-9.80595,55.2794,0.251127,-0.867055,0.430292,0
1,pmtrack,1,20,31.9559,-10.2414,55.4955,0.2573,-0.865491,0.429793,0
1,pmtrack,1,21,32.0855,-10.6771,55.7119,0.306912,-0.851525,0.425101,0
1,pmtrack,1,22,32.2418,-11.1107,55.9284,0.306912,-0.851525,0.425101,0
1,pmtrack,1,23,32.395,-11.5359,56.1406,0.306912,-0.851525,0.425101,0
1,pmtrack,1,24,32.5485,-11.9618,56.3532,0.306912,-0.851525,0.425101,0
1,pmtrack,1,25,32.7027,-12.3895,56.5667,0.306912,-0.851525,0.425101,0
1,pmtrack,1,26,32.8539,-12.809,56.7762,0.306912,-0.851525,0.425101,0
1,pmtrack,1,27,33.0087,-13.2384,56.9905,0.306912,-0.851525,0.425101,0
1,pmtrack,1,28,33.0159,-13.2586,57.0006,0.306912,-0.851525,0.425101,0
1,pmtrack,1,29,33.1645,-13.6708,57.2064,0.306912,-0.851525,0.425101,0
1,pmtrack,1,30,33.3205,-14.1036,57.4225,0.306912,-0.851525,0.425101,0
1,pmtrack,1,31,33.4786,-14.5422,57.6414,0.306912,-0.851525,0.425101,0
1,pmtrack,1,32,33.6333,-14.9716,57.8558,0.306912,-0.851525,0.425101,0
1,pmtrack,1,33,33.7785,-15.3742,58.0568,0.306912,-0.851525,0.425101,0
1,pmtrack,2,0,22.9428,2.34777,35.9847,0.336833,-0.173964,0.925354,0
1,pmtrack,2,1,23.089,2.27231,36.3861,0.336833,-0.173964,0.925354,0
1,pmtrack,2,2,23.2356,2.19657,36.7889,0.336833,-0.173964,0.925354,0
1,pmtrack,2,3,23.3972,2.1131,37.2329,0.336833,-0.173964,0.925354,0
1,pmtrack,2,4,23.5184,2.05053,37.5658,0.336833,-0.173964,0.925354,0
1,pmtrack,2,5,23.5524,2.03295,37.6593,0.336868,-0.174447,0.92525,0
1,pmtrack,2,6,23.6888,1.96233,38.0338,0.339649,-0.216694,0.91525,0
1,pmtrack,2,7,23.6977,1.95666,38.0578,0.339649,-0.216694,0.91525,0
1,pmtrack,2,8,23.8459,1.86208,38.4573,0.339649,-0.216694,0.91525,0
1,pmtrack,2,9,23.8858,1.83663,38.5648,0.339649,-0.216694,0.91525,0
1,pmtrack,2,10,23.9995,1.76407,38.8712,0.339649,-0.216694,0.91525,0
1,pmtrack,2,11,24.0948,1.70332,39.1278,0.339649,-0.216694,0.91525,0
1,pmtrack,2,12,24.1588,1.66245,39.3005,0.339649,-0.216694,0.91525,0
1,pmtrack,2,13,24.2961,1.57487,39.6704,0.339649,-0.216694,0.91525,0
1,pmtrack,2,14,24.3083,1.56709,39.7032,0.339649,-0.216694,0.91525,0
1,pmtrack,2,15,24.4447,1.48007,40.0708,0.339649,-0.216694,0.91525,0
1,pmtrack,2,16,24.4771,1.45936,40.1582,0.403847,-0.238717,0.883132,0
1,pmtrack,2,17,24.624,1.37256,40.4794,0.403847,-0.238717,0.883132,0
1,pmtrack,2,18,24.7444,1.30138,40.7427,0.403847,-0.238717,0.883132,0
1,pmtrack,2,19,24.8148,1.25975,40.8967,0.403847,-0.238717,0.883132,0
1,pmtrack,2,20,24.9971,1.15199,41.2954,0.403847,-0.238717,0.883132,0
1,pmtrack,2,21,25.0193,1.13891,41.3438,0.403847,-0.238717,0.883132,0
1,pmtrack,2,22,25.1794,1.04423,41.694,0.403847,-0.238717,0.883132,0
1,pmtrack,2,23,25.2498,1.00263,41.8479,0.403847,-0.238717,0.883132,0
1,pmtrack,2,24,25.353,0.941647,42.0735,0.403847,-0.238717,0.883132,0
1,pmtrack,2,25,25.4777,0.867946,42.3462,0.398574,-0.217775,0.890906,0
1,pmtrack,2,26,25.5406,0.833556,42.4869,0.396241,-0.208732,0.894105,0
1,pmtrack,2,27,25.7347,0.731305,42.9249,0.396241,-0.208732,0.894105,0
1,pmtrack,2,28,25.7638,0.715999,42.9904,0.396241,-0.208732,0.894105,0
1,pmtrack,2,29,25.9025,0.642916,43.3035,0.396241,-0.208732,0.894105,0
1,pmtrack,2,30,25.9624,0.611364,43.4386,0.396241,-0.208732,0.894105,0
1,pmtrack,2,31,26.0782,0.550365,43.6999,0.396241,-0.208732,0.894105,0
1,pmtrack,2,32,26.2048,0.483695,43.9855,0.396241,-0.208732,0.894105,0
1,pmtrack,2,33,26.2609,0.454115,44.1122,0.396241,-0.208732,0.894105,0
1,pmtrack,2,34,26.451,0.353988,44.5411,0.396241,-0.208732,0.894105,0
1,pmtrack,2,35,26.4651,0.346547,44.573,0.399005,-0.205524,0.893619,0
1,pmtrack,2,36,26.6181,0.267738,44.9156,0.432816,-0.165251,0.886207,0
1,pmtrack,2,37,26.6713,0.247437,45.0245,0.432816,-0.165251,0.886207,0
1,pmtrack,2,38,26.8156,0.192317,45.3201,0.432816,-0.165251,0.886207,0
1,pmtrack,2,39,26.9261,0.150161,45.5462,0.432816,-0.165251,0.886207,0
1,pmtrack,2,40,27.0236,0.112903,45.746,0.432816,-0.165251,0.886207,0
1,pmtrack,2,41,27.2186,0.0384807,46.1451,0.432816,-0.165251,0.886207,0
1,pmtrack,2,42,27.2498,0.0265437,46.2091,0.432816,-0.165251,0.886207,0
1,pmtrack,2,43,27.443,-0.0472115,46.6046,0.432816,-0.165251,0.886207,0
1,pmtrack,2,44,27.453,-0.0510439,46.6252,0.432816,-0.165251,0.886207,0
1,pmtrack,2,45,27.6433,-0.123668,47.0147,0.432816,-0.165251,0.886207,0
1,pmtrack,2,46,27.6876,-0.1406,47.1055,0.432816,-0.165251,0.886207,0
1,pmtrack,2,47,27.844,-0.200322,47.4257,0.418728,-0.167911,0.892453,0
1,pmtrack,2,48,27.9518,-0.243529,47.6554,0.410973,-0.169349,0.89578,0
1,pmtrack,2,49,28.0553,-0.286171,47.8809,0.410973,-0.169349,0.89578,0
1,pmtrack,2,50,28.2449,-0.364327,48.2943,0.410973,-0.169349,0.89578,0
1,pmtrack,2,51,28.4052,-0.430359,48.6436,0.410973,-0.169349,0.89578,0
1,pmtrack,2,52,28.4238,-0.438026,48.6842,0.410973,-0.169349,0.89578,0
1,pmtrack,2,53,28.6022,-0.511553,49.0731,0.410973,-0.169349,0.89578,0
1,pmtrack,2,54,28.6367,-0.525762,49.1483,0.410973,-0.169349,0.89578,0
1,pmtrack,2,55,28.8019,-0.593844,49.5084,0.410973,-0.169349,0.89578,0
1,pmtrack,2,56,28.8915,-0.630748,49.7036,0.410973,-0.169349,0.89578,0
1,pmtrack,2,57,29.0019,-0.676243,49.9442,0.410973,-0.169349,0.89578,0
